week_start,town,county,drug,signal,units_sold,drug_weight
2024-12-09,Kisumu,Kisumu,ORS,gi,148,0.8
2024-12-16,Kisumu,Kisumu,ORS,gi,143,0.8
2024-12-23,Kisumu,Kisumu,ORS,gi,175,0.8
2024-12-30,Kisumu,Kisumu,ORS,gi,140,0.8
2023-01-02,Kisumu,Kisumu,Imodium,gi,60,0.7
2023-01-09,Kisumu,Kisumu,Imodium,gi,69,0.7
2023-01-16,Kisumu,Kisumu,Imodium,gi,94,0.7
2023-01-23,Kisumu,Kisumu,Imodium,gi,92,0.7
2023-01-30,Kisumu,Kisumu,Imodium,gi,68,0.7
2023-02-06,Kisumu,Kisumu,Imodium,gi,107,0.7
2023-02-13,Kisumu,Kisumu,Imodium,gi,76,0.7
2023-02-20,Kisumu,Kisumu,Imodium,gi,70,0.7
2023-02-27,Kisumu,Kisumu,Imodium,gi,74,0.7
2023-03-06,Kisumu,Kisumu,Imodium,gi,54,0.7
2023-03-13,Kisumu,Kisumu,Imodium,gi,76,0.7
2023-03-20,Kisumu,Kisumu,Imodium,gi,110,0.7
2023-03-27,Kisumu,Kisumu,Imodium,gi,88,0.7
2023-04-03,Kisumu,Kisumu,Imodium,gi,83,0.7
2023-04-10,Kisumu,Kisumu,Imodium,gi,104,0.7
2023-04-17,Kisumu,Kisumu,Imodium,gi,87,0.7
2023-04-24,Kisumu,Kisumu,Imodium,gi,94,0.7
2023-05-01,Kisumu,Kisumu,Imodium,gi,89,0.7
2023-05-08,Kisumu,Kisumu,Imodium,gi,217,0.7
2023-05-15,Kisumu,Kisumu,Imodium,gi,185,0.7
2023-05-22,Kisumu,Kisumu,Imodium,gi,224,0.7
2023-05-29,Kisumu,Kisumu,Imodium,gi,308,0.7
2023-06-05,Kisumu,Kisumu,Imodium,gi,262,0.7
2023-06-12,Kisumu,Kisumu,Imodium,gi,294,0.7
2023-06-19,Kisumu,Kisumu,Imodium,gi,114,0.7
2023-06-26,Kisumu,Kisumu,Imodium,gi,106,0.7
2023-07-03,Kisumu,Kisumu,Imodium,gi,89,0.7
2023-07-10,Kisumu,Kisumu,Imodium,gi,97,0.7
2023-07-17,Kisumu,Kisumu,Imodium,gi,65,0.7
2023-07-24,Kisumu,Kisumu,Imodium,gi,61,0.7
2023-07-31,Kisumu,Kisumu,Imodium,gi,66,0.7
2023-08-07,Kisumu,Kisumu,Imodium,gi,93,0.7
2023-08-14,Kisumu,Kisumu,Imodium,gi,110,0.7
2023-08-21,Kisumu,Kisumu,Imodium,gi,102,0.7
2023-08-28,Kisumu,Kisumu,Imodium,gi,102,0.7
2023-09-04,Kisumu,Kisumu,Imodium,gi,86,0.7
2023-09-11,Kisumu,Kisumu,Imodium,gi,84,0.7
2023-09-18,Kisumu,Kisumu,Imodium,gi,70,0.7
2023-09-25,Kisumu,Kisumu,Imodium,gi,50,0.7
2023-10-02,Kisumu,Kisumu,Imodium,gi,59,0.7
2023-10-09,Kisumu,Kisumu,Imodium,gi,71,0.7
2023-10-16,Kisumu,Kisumu,Imodium,gi,113,0.7
2023-10-23,Kisumu,Kisumu,Imodium,gi,116,0.7
2023-10-30,Kisumu,Kisumu,Imodium,gi,107,0.7
2023-11-06,Kisumu,Kisumu,Imodium,gi,132,0.7
2023-11-13,Kisumu,Kisumu,Imodium,gi,120,0.7
2023-11-20,Kisumu,Kisumu,Imodium,gi,65,0.7
2023-11-27,Kisumu,Kisumu,Imodium,gi,99,0.7
2023-12-04,Kisumu,Kisumu,Imodium,gi,83,0.7
2023-12-11,Kisumu,Kisumu,Imodium,gi,60,0.7
2023-12-18,Kisumu,Kisumu,Imodium,gi,59,0.7
2023-12-25,Kisumu,Kisumu,Imodium,gi,93,0.7
2024-01-01,Kisumu,Kisumu,Imodium,gi,51,0.7
2024-01-08,Kisumu,Kisumu,Imodium,gi,85,0.7
2024-01-15,Kisumu,Kisumu,Imodium,gi,85,0.7
2024-01-22,Kisumu,Kisumu,Imodium,gi,80,0.7
2024-01-29,Kisumu,Kisumu,Imodium,gi,119,0.7
2024-02-05,Kisumu,Kisumu,Imodium,gi,98,0.7
2024-02-12,Kisumu,Kisumu,Imodium,gi,96,0.7
2024-02-19,Kisumu,Kisumu,Imodium,gi,97,0.7
2024-02-26,Kisumu,Kisumu,Imodium,gi,142,0.7
2024-03-04,Kisumu,Kisumu,Imodium,gi,128,0.7
2024-03-11,Kisumu,Kisumu,Imodium,gi,160,0.7
2024-03-18,Kisumu,Kisumu,Imodium,gi,176,0.7
2024-03-25,Kisumu,Kisumu,Imodium,gi,186,0.7
2024-04-01,Kisumu,Kisumu,Imodium,gi,239,0.7
2024-04-08,Kisumu,Kisumu,Imodium,gi,120,0.7
2024-04-15,Kisumu,Kisumu,Imodium,gi,98,0.7
2024-04-22,Kisumu,Kisumu,Imodium,gi,81,0.7
2024-04-29,Kisumu,Kisumu,Imodium,gi,93,0.7
2024-05-06,Kisumu,Kisumu,Imodium,gi,77,0.7
2024-05-13,Kisumu,Kisumu,Imodium,gi,79,0.7
2024-05-20,Kisumu,Kisumu,Imodium,gi,86,0.7
2024-05-27,Kisumu,Kisumu,Imodium,gi,95,0.7
2024-06-03,Kisumu,Kisumu,Imodium,gi,94,0.7
2024-06-10,Kisumu,Kisumu,Imodium,gi,86,0.7
2024-06-17,Kisumu,Kisumu,Imodium,gi,98,0.7
2024-06-24,Kisumu,Kisumu,Imodium,gi,106,0.7
2024-07-01,Kisumu,Kisumu,Imodium,gi,69,0.7
2024-07-08,Kisumu,Kisumu,Imodium,gi,101,0.7
2024-07-15,Kisumu,Kisumu,Imodium,gi,98,0.7
2024-07-22,Kisumu,Kisumu,Imodium,gi,45,0.7
2024-07-29,Kisumu,Kisumu,Imodium,gi,59,0.7
2024-08-05,Kisumu,Kisumu,Imodium,gi,88,0.7
2024-08-12,Kisumu,Kisumu,Imodium,gi,85,0.7
2024-08-19,Kisumu,Kisumu,Imodium,gi,103,0.7
2024-08-26,Kisumu,Kisumu,Imodium,gi,100,0.7
2024-09-02,Kisumu,Kisumu,Imodium,gi,84,0.7
2024-09-09,Kisumu,Kisumu,Imodium,gi,112,0.7
2024-09-16,Kisumu,Kisumu,Imodium,gi,91,0.7
2024-09-23,Kisumu,Kisumu,Imodium,gi,68,0.7
2024-09-30,Kisumu,Kisumu,Imodium,gi,77,0.7
2024-10-07,Kisumu,Kisumu,Imodium,gi,218,0.7
2024-10-14,Kisumu,Kisumu,Imodium,gi,219,0.7
2024-10-21,Kisumu,Kisumu,Imodium,gi,304,0.7
2024-10-28,Kisumu,Kisumu,Imodium,gi,776,0.7
2024-11-04,Kisumu,Kisumu,Imodium,gi,810,0.7
2024-11-11,Kisumu,Kisumu,Imodium,gi,814,0.7
2024-11-18,Kisumu,Kisumu,Imodium,gi,238,0.7
2024-11-25,Kisumu,Kisumu,Imodium,gi,215,0.7
2024-12-02,Kisumu,Kisumu,Imodium,gi,161,0.7
2024-12-09,Kisumu,Kisumu,Imodium,gi,57,0.7
2024-12-16,Kisumu,Kisumu,Imodium,gi,83,0.7
2024-12-23,Kisumu,Kisumu,Imodium,gi,88,0.7
2024-12-30,Kisumu,Kisumu,Imodium,gi,84,0.7
2023-01-02,Kisumu,Kisumu,Septrin,respiratory,33,0.8
2023-01-09,Kisumu,Kisumu,Septrin,respiratory,58,0.8
2023-01-16,Kisumu,Kisumu,Septrin,respiratory,34,0.8
2023-01-23,Kisumu,Kisumu,Septrin,respiratory,37,0.8
2023-01-30,Kisumu,Kisumu,Septrin,respiratory,34,0.8
2023-02-06,Kisumu,Kisumu,Septrin,respiratory,49,0.8
2023-02-13,Kisumu,Kisumu,Septrin,respiratory,64,0.8
2023-02-20,Kisumu,Kisumu,Septrin,respiratory,73,0.8
2023-02-27,Kisumu,Kisumu,Septrin,respiratory,58,0.8
2023-03-06,Kisumu,Kisumu,Septrin,respiratory,55,0.8
2023-03-13,Kisumu,Kisumu,Septrin,respiratory,66,0.8
2023-03-20,Kisumu,Kisumu,Septrin,respiratory,80,0.8
2023-03-27,Kisumu,Kisumu,Septrin,respiratory,74,0.8
2023-04-03,Kisumu,Kisumu,Septrin,respiratory,209,0.8
2023-04-10,Kisumu,Kisumu,Septrin,respiratory,136,0.8
2023-04-17,Kisumu,Kisumu,Septrin,respiratory,154,0.8
2023-04-24,Kisumu,Kisumu,Septrin,respiratory,157,0.8
2023-05-01,Kisumu,Kisumu,Septrin,respiratory,127,0.8
2023-05-08,Kisumu,Kisumu,Septrin,respiratory,145,0.8
2023-05-15,Kisumu,Kisumu,Septrin,respiratory,49,0.8
2023-05-22,Kisumu,Kisumu,Septrin,respiratory,39,0.8
2023-05-29,Kisumu,Kisumu,Septrin,respiratory,56,0.8
2023-06-05,Kisumu,Kisumu,Septrin,respiratory,45,0.8
2023-06-12,Kisumu,Kisumu,Septrin,respiratory,46,0.8
2023-06-19,Kisumu,Kisumu,Septrin,respiratory,39,0.8
2023-06-26,Kisumu,Kisumu,Septrin,respiratory,48,0.8
2023-07-03,Kisumu,Kisumu,Septrin,respiratory,43,0.8
2023-07-10,Kisumu,Kisumu,Septrin,respiratory,71,0.8
2023-07-17,Kisumu,Kisumu,Septrin,respiratory,103,0.8
2023-07-24,Kisumu,Kisumu,Septrin,respiratory,65,0.8
2023-07-31,Kisumu,Kisumu,Septrin,respiratory,108,0.8
2023-08-07,Kisumu,Kisumu,Septrin,respiratory,85,0.8
2023-08-14,Kisumu,Kisumu,Septrin,respiratory,59,0.8
2023-08-21,Kisumu,Kisumu,Septrin,respiratory,55,0.8
2023-08-28,Kisumu,Kisumu,Septrin,respiratory,44,0.8
2023-09-04,Kisumu,Kisumu,Septrin,respiratory,57,0.8
2023-09-11,Kisumu,Kisumu,Septrin,respiratory,48,0.8
2023-09-18,Kisumu,Kisumu,Septrin,respiratory,131,0.8
2023-09-25,Kisumu,Kisumu,Septrin,respiratory,117,0.8
2023-10-02,Kisumu,Kisumu,Septrin,respiratory,253,0.8
2023-10-09,Kisumu,Kisumu,Septrin,respiratory,270,0.8
2023-10-16,Kisumu,Kisumu,Septrin,respiratory,242,0.8
2023-10-23,Kisumu,Kisumu,Septrin,respiratory,201,0.8
2023-10-30,Kisumu,Kisumu,Septrin,respiratory,117,0.8
2023-11-06,Kisumu,Kisumu,Septrin,respiratory,81,0.8
2023-11-13,Kisumu,Kisumu,Septrin,respiratory,53,0.8
2023-11-20,Kisumu,Kisumu,Septrin,respiratory,59,0.8
2023-11-27,Kisumu,Kisumu,Septrin,respiratory,77,0.8
2023-12-04,Kisumu,Kisumu,Septrin,respiratory,93,0.8
2023-12-11,Kisumu,Kisumu,Septrin,respiratory,90,0.8
2023-12-18,Kisumu,Kisumu,Septrin,respiratory,83,0.8
2023-12-25,Kisumu,Kisumu,Septrin,respiratory,64,0.8
2024-01-01,Kisumu,Kisumu,Septrin,respiratory,44,0.8
2024-01-08,Kisumu,Kisumu,Septrin,respiratory,43,0.8
2024-01-15,Kisumu,Kisumu,Septrin,respiratory,42,0.8
2024-01-22,Kisumu,Kisumu,Septrin,respiratory,42,0.8
2024-01-29,Kisumu,Kisumu,Septrin,respiratory,42,0.8
2024-02-05,Kisumu,Kisumu,Septrin,respiratory,51,0.8
2024-02-12,Kisumu,Kisumu,Septrin,respiratory,73,0.8
2024-02-19,Kisumu,Kisumu,Septrin,respiratory,59,0.8
2024-02-26,Kisumu,Kisumu,Septrin,respiratory,67,0.8
2024-03-04,Kisumu,Kisumu,Septrin,respiratory,58,0.8
2024-03-11,Kisumu,Kisumu,Septrin,respiratory,91,0.8
2024-03-18,Kisumu,Kisumu,Septrin,respiratory,62,0.8
2024-03-25,Kisumu,Kisumu,Septrin,respiratory,70,0.8
2024-04-01,Kisumu,Kisumu,Septrin,respiratory,59,0.8
2024-04-08,Kisumu,Kisumu,Septrin,respiratory,54,0.8
2024-04-15,Kisumu,Kisumu,Septrin,respiratory,44,0.8
2024-04-22,Kisumu,Kisumu,Septrin,respiratory,39,0.8
2024-04-29,Kisumu,Kisumu,Septrin,respiratory,34,0.8
2024-05-06,Kisumu,Kisumu,Septrin,respiratory,26,0.8
2024-05-13,Kisumu,Kisumu,Septrin,respiratory,46,0.8
2024-05-20,Kisumu,Kisumu,Septrin,respiratory,50,0.8
2024-05-27,Kisumu,Kisumu,Septrin,respiratory,48,0.8
2024-06-03,Kisumu,Kisumu,Septrin,respiratory,35,0.8
2024-06-10,Kisumu,Kisumu,Septrin,respiratory,52,0.8
2024-06-17,Kisumu,Kisumu,Septrin,respiratory,40,0.8
2024-06-24,Kisumu,Kisumu,Septrin,respiratory,47,0.8
2024-07-01,Kisumu,Kisumu,Septrin,respiratory,57,0.8
2024-07-08,Kisumu,Kisumu,Septrin,respiratory,71,0.8
2024-07-15,Kisumu,Kisumu,Septrin,respiratory,58,0.8
2024-07-22,Kisumu,Kisumu,Septrin,respiratory,76,0.8
2024-07-29,Kisumu,Kisumu,Septrin,respiratory,80,0.8
2024-08-05,Kisumu,Kisumu,Septrin,respiratory,82,0.8
2024-08-12,Kisumu,Kisumu,Septrin,respiratory,65,0.8
2024-08-19,Kisumu,Kisumu,Septrin,respiratory,44,0.8
2024-08-26,Kisumu,Kisumu,Septrin,respiratory,46,0.8
2024-09-02,Kisumu,Kisumu,Septrin,respiratory,38,0.8
2024-09-09,Kisumu,Kisumu,Septrin,respiratory,37,0.8
2024-09-16,Kisumu,Kisumu,Septrin,respiratory,36,0.8
2024-09-23,Kisumu,Kisumu,Septrin,respiratory,32,0.8
2024-09-30,Kisumu,Kisumu,Septrin,respiratory,41,0.8
2024-10-07,Kisumu,Kisumu,Septrin,respiratory,53,0.8
2024-10-14,Kisumu,Kisumu,Septrin,respiratory,60,0.8
2024-10-21,Kisumu,Kisumu,Septrin,respiratory,41,0.8
2024-10-28,Kisumu,Kisumu,Septrin,respiratory,52,0.8
2024-11-04,Kisumu,Kisumu,Septrin,respiratory,42,0.8
2024-11-11,Kisumu,Kisumu,Septrin,respiratory,41,0.8
2024-11-18,Kisumu,Kisumu,Septrin,respiratory,70,0.8
2024-11-25,Kisumu,Kisumu,Septrin,respiratory,73,0.8
2024-12-02,Kisumu,Kisumu,Septrin,respiratory,95,0.8
2024-12-09,Kisumu,Kisumu,Septrin,respiratory,59,0.8
2024-12-16,Kisumu,Kisumu,Septrin,respiratory,106,0.8
2024-12-23,Kisumu,Kisumu,Septrin,respiratory,87,0.8
2024-12-30,Kisumu,Kisumu,Septrin,respiratory,45,0.8
2023-01-02,Kisumu,Kisumu,Amoxicillin,respiratory,37,0.75
2023-01-09,Kisumu,Kisumu,Amoxicillin,respiratory,26,0.75
2023-01-16,Kisumu,Kisumu,Amoxicillin,respiratory,69,0.75
2023-01-23,Kisumu,Kisumu,Amoxicillin,respiratory,72,0.75
2023-01-30,Kisumu,Kisumu,Amoxicillin,respiratory,78,0.75
2023-02-06,Kisumu,Kisumu,Amoxicillin,respiratory,78,0.75
2023-02-13,Kisumu,Kisumu,Amoxicillin,respiratory,101,0.75
2023-02-20,Kisumu,Kisumu,Amoxicillin,respiratory,340,0.75
2023-02-27,Kisumu,Kisumu,Amoxicillin,respiratory,146,0.75
2023-03-06,Kisumu,Kisumu,Amoxicillin,respiratory,149,0.75
2023-03-13,Kisumu,Kisumu,Amoxicillin,respiratory,166,0.75
2023-03-20,Kisumu,Kisumu,Amoxicillin,respiratory,151,0.75
2023-03-27,Kisumu,Kisumu,Amoxicillin,respiratory,149,0.75
2023-04-03,Kisumu,Kisumu,Amoxicillin,respiratory,34,0.75
2023-04-10,Kisumu,Kisumu,Amoxicillin,respiratory,31,0.75
2023-04-17,Kisumu,Kisumu,Amoxicillin,respiratory,32,0.75
2023-04-24,Kisumu,Kisumu,Amoxicillin,respiratory,37,0.75
2023-05-01,Kisumu,Kisumu,Amoxicillin,respiratory,28,0.75
2023-05-08,Kisumu,Kisumu,Amoxicillin,respiratory,34,0.75
2023-05-15,Kisumu,Kisumu,Amoxicillin,respiratory,34,0.75
2023-05-22,Kisumu,Kisumu,Amoxicillin,respiratory,41,0.75
2023-05-29,Kisumu,Kisumu,Amoxicillin,respiratory,28,0.75
2023-06-05,Kisumu,Kisumu,Amoxicillin,respiratory,30,0.75
2023-06-12,Kisumu,Kisumu,Amoxicillin,respiratory,28,0.75
2023-06-19,Kisumu,Kisumu,Amoxicillin,respiratory,25,0.75
2023-06-26,Kisumu,Kisumu,Amoxicillin,respiratory,51,0.75
2023-07-03,Kisumu,Kisumu,Amoxicillin,respiratory,38,0.75
2023-07-10,Kisumu,Kisumu,Amoxicillin,respiratory,45,0.75
2023-07-17,Kisumu,Kisumu,Amoxicillin,respiratory,66,0.75
2023-07-24,Kisumu,Kisumu,Amoxicillin,respiratory,41,0.75
2023-07-31,Kisumu,Kisumu,Amoxicillin,respiratory,61,0.75
2023-08-07,Kisumu,Kisumu,Amoxicillin,respiratory,41,0.75
2023-08-14,Kisumu,Kisumu,Amoxicillin,respiratory,55,0.75
2023-08-21,Kisumu,Kisumu,Amoxicillin,respiratory,27,0.75
2023-08-28,Kisumu,Kisumu,Amoxicillin,respiratory,24,0.75
2023-09-04,Kisumu,Kisumu,Amoxicillin,respiratory,30,0.75
2023-09-11,Kisumu,Kisumu,Amoxicillin,respiratory,38,0.75
2023-09-18,Kisumu,Kisumu,Amoxicillin,respiratory,33,0.75
2023-09-25,Kisumu,Kisumu,Amoxicillin,respiratory,31,0.75
2023-10-02,Kisumu,Kisumu,Amoxicillin,respiratory,40,0.75
2023-10-09,Kisumu,Kisumu,Amoxicillin,respiratory,44,0.75
2023-10-16,Kisumu,Kisumu,Amoxicillin,respiratory,36,0.75
2023-10-23,Kisumu,Kisumu,Amoxicillin,respiratory,30,0.75
2023-10-30,Kisumu,Kisumu,Amoxicillin,respiratory,31,0.75
2023-11-06,Kisumu,Kisumu,Amoxicillin,respiratory,27,0.75
2023-11-13,Kisumu,Kisumu,Amoxicillin,respiratory,41,0.75
2023-11-20,Kisumu,Kisumu,Amoxicillin,respiratory,35,0.75
2023-11-27,Kisumu,Kisumu,Amoxicillin,respiratory,56,0.75
2023-12-04,Kisumu,Kisumu,Amoxicillin,respiratory,72,0.75
2023-12-11,Kisumu,Kisumu,Amoxicillin,respiratory,62,0.75
2023-12-18,Kisumu,Kisumu,Amoxicillin,respiratory,51,0.75
2023-12-25,Kisumu,Kisumu,Amoxicillin,respiratory,56,0.75
2024-01-01,Kisumu,Kisumu,Amoxicillin,respiratory,41,0.75
2024-01-08,Kisumu,Kisumu,Amoxicillin,respiratory,41,0.75
2024-01-15,Kisumu,Kisumu,Amoxicillin,respiratory,28,0.75
2024-01-22,Kisumu,Kisumu,Amoxicillin,respiratory,36,0.75
2024-01-29,Kisumu,Kisumu,Amoxicillin,respiratory,32,0.75
2024-02-05,Kisumu,Kisumu,Amoxicillin,respiratory,45,0.75
2024-02-12,Kisumu,Kisumu,Amoxicillin,respiratory,49,0.75
2024-02-19,Kisumu,Kisumu,Amoxicillin,respiratory,33,0.75
2024-02-26,Kisumu,Kisumu,Amoxicillin,respiratory,52,0.75
2024-03-04,Kisumu,Kisumu,Amoxicillin,respiratory,58,0.75
2024-03-11,Kisumu,Kisumu,Amoxicillin,respiratory,43,0.75
2024-03-18,Kisumu,Kisumu,Amoxicillin,respiratory,56,0.75
2024-03-25,Kisumu,Kisumu,Amoxicillin,respiratory,36,0.75
2024-04-01,Kisumu,Kisumu,Amoxicillin,respiratory,35,0.75
2024-04-08,Kisumu,Kisumu,Amoxicillin,respiratory,40,0.75
2024-04-15,Kisumu,Kisumu,Amoxicillin,respiratory,29,0.75
2024-04-22,Kisumu,Kisumu,Amoxicillin,respiratory,36,0.75
2024-04-29,Kisumu,Kisumu,Amoxicillin,respiratory,24,0.75
2024-05-06,Kisumu,Kisumu,Amoxicillin,respiratory,43,0.75
2024-05-13,Kisumu,Kisumu,Amoxicillin,respiratory,31,0.75
2024-05-20,Kisumu,Kisumu,Amoxicillin,respiratory,33,0.75
2024-05-27,Kisumu,Kisumu,Amoxicillin,respiratory,34,0.75
2024-06-03,Kisumu,Kisumu,Amoxicillin,respiratory,36,0.75
2024-06-10,Kisumu,Kisumu,Amoxicillin,respiratory,25,0.75
2024-06-17,Kisumu,Kisumu,Amoxicillin,respiratory,33,0.75
2024-06-24,Kisumu,Kisumu,Amoxicillin,respiratory,36,0.75
2024-07-01,Kisumu,Kisumu,Amoxicillin,respiratory,35,0.75
2024-07-08,Kisumu,Kisumu,Amoxicillin,respiratory,59,0.75
2024-07-15,Kisumu,Kisumu,Amoxicillin,respiratory,52,0.75
2024-07-22,Kisumu,Kisumu,Amoxicillin,respiratory,58,0.75
2024-07-29,Kisumu,Kisumu,Amoxicillin,respiratory,56,0.75
2024-08-05,Kisumu,Kisumu,Amoxicillin,respiratory,49,0.75
2024-08-12,Kisumu,Kisumu,Amoxicillin,respiratory,60,0.75
2024-08-19,Kisumu,Kisumu,Amoxicillin,respiratory,40,0.75
2024-08-26,Kisumu,Kisumu,Amoxicillin,respiratory,25,0.75
2024-09-02,Kisumu,Kisumu,Amoxicillin,respiratory,31,0.75
2024-09-09,Kisumu,Kisumu,Amoxicillin,respiratory,35,0.75
2024-09-16,Kisumu,Kisumu,Amoxicillin,respiratory,36,0.75
2024-09-23,Kisumu,Kisumu,Amoxicillin,respiratory,28,0.75
2024-09-30,Kisumu,Kisumu,Amoxicillin,respiratory,38,0.75
2024-10-07,Kisumu,Kisumu,Amoxicillin,respiratory,24,0.75
2024-10-14,Kisumu,Kisumu,Amoxicillin,respiratory,39,0.75
2024-10-21,Kisumu,Kisumu,Amoxicillin,respiratory,26,0.75
2024-10-28,Kisumu,Kisumu,Amoxicillin,respiratory,32,0.75
2024-11-04,Kisumu,Kisumu,Amoxicillin,respiratory,38,0.75
2024-11-11,Kisumu,Kisumu,Amoxicillin,respiratory,41,0.75
2024-11-18,Kisumu,Kisumu,Amoxicillin,respiratory,52,0.75
2024-11-25,Kisumu,Kisumu,Amoxicillin,respiratory,56,0.75
2024-12-02,Kisumu,Kisumu,Amoxicillin,respiratory,66,0.75
2024-12-09,Kisumu,Kisumu,Amoxicillin,respiratory,65,0.75
2024-12-16,Kisumu,Kisumu,Amoxicillin,respiratory,51,0.75
2024-12-23,Kisumu,Kisumu,Amoxicillin,respiratory,57,0.75
2024-12-30,Kisumu,Kisumu,Amoxicillin,respiratory,25,0.75
2023-01-02,Kisumu,Kisumu,Piriton,respiratory,39,0.5
2023-01-09,Kisumu,Kisumu,Piriton,respiratory,44,0.5
2023-01-16,Kisumu,Kisumu,Piriton,respiratory,40,0.5
2023-01-23,Kisumu,Kisumu,Piriton,respiratory,42,0.5
2023-01-30,Kisumu,Kisumu,Piriton,respiratory,38,0.5
2023-02-06,Kisumu,Kisumu,Piriton,respiratory,55,0.5
2023-02-13,Kisumu,Kisumu,Piriton,respiratory,54,0.5
2023-02-20,Kisumu,Kisumu,Piriton,respiratory,57,0.5
2023-02-27,Kisumu,Kisumu,Piriton,respiratory,74,0.5
2023-03-06,Kisumu,Kisumu,Piriton,respiratory,133,0.5
2023-03-13,Kisumu,Kisumu,Piriton,respiratory,177,0.5
2023-03-20,Kisumu,Kisumu,Piriton,respiratory,131,0.5
2023-03-27,Kisumu,Kisumu,Piriton,respiratory,167,0.5
2023-04-03,Kisumu,Kisumu,Piriton,respiratory,116,0.5
2023-04-10,Kisumu,Kisumu,Piriton,respiratory,101,0.5
2023-04-17,Kisumu,Kisumu,Piriton,respiratory,41,0.5
2023-04-24,Kisumu,Kisumu,Piriton,respiratory,52,0.5
2023-05-01,Kisumu,Kisumu,Piriton,respiratory,66,0.5
2023-05-08,Kisumu,Kisumu,Piriton,respiratory,85,0.5
2023-05-15,Kisumu,Kisumu,Piriton,respiratory,83,0.5
2023-05-22,Kisumu,Kisumu,Piriton,respiratory,77,0.5
2023-05-29,Kisumu,Kisumu,Piriton,respiratory,59,0.5
2023-06-05,Kisumu,Kisumu,Piriton,respiratory,42,0.5
2023-06-12,Kisumu,Kisumu,Piriton,respiratory,43,0.5
2023-06-19,Kisumu,Kisumu,Piriton,respiratory,39,0.5
2023-06-26,Kisumu,Kisumu,Piriton,respiratory,93,0.5
2023-07-03,Kisumu,Kisumu,Piriton,respiratory,82,0.5
2023-07-10,Kisumu,Kisumu,Piriton,respiratory,94,0.5
2023-07-17,Kisumu,Kisumu,Piriton,respiratory,68,0.5
2023-07-24,Kisumu,Kisumu,Piriton,respiratory,125,0.5
2023-07-31,Kisumu,Kisumu,Piriton,respiratory,113,0.5
2023-08-07,Kisumu,Kisumu,Piriton,respiratory,46,0.5
2023-08-14,Kisumu,Kisumu,Piriton,respiratory,41,0.5
2023-08-21,Kisumu,Kisumu,Piriton,respiratory,41,0.5
2023-08-28,Kisumu,Kisumu,Piriton,respiratory,44,0.5
2023-09-04,Kisumu,Kisumu,Piriton,respiratory,37,0.5
2023-09-11,Kisumu,Kisumu,Piriton,respiratory,34,0.5
2023-09-18,Kisumu,Kisumu,Piriton,respiratory,33,0.5
2023-09-25,Kisumu,Kisumu,Piriton,respiratory,33,0.5
2023-10-02,Kisumu,Kisumu,Piriton,respiratory,28,0.5
2023-10-09,Kisumu,Kisumu,Piriton,respiratory,32,0.5
2023-10-16,Kisumu,Kisumu,Piriton,respiratory,33,0.5
2023-10-23,Kisumu,Kisumu,Piriton,respiratory,43,0.5
2023-10-30,Kisumu,Kisumu,Piriton,respiratory,38,0.5
2023-11-06,Kisumu,Kisumu,Piriton,respiratory,34,0.5
2023-11-13,Kisumu,Kisumu,Piriton,respiratory,64,0.5
2023-11-20,Kisumu,Kisumu,Piriton,respiratory,50,0.5
2023-11-27,Kisumu,Kisumu,Piriton,respiratory,72,0.5
2023-12-04,Kisumu,Kisumu,Piriton,respiratory,81,0.5
2023-12-11,Kisumu,Kisumu,Piriton,respiratory,51,0.5
2023-12-18,Kisumu,Kisumu,Piriton,respiratory,66,0.5
2023-12-25,Kisumu,Kisumu,Piriton,respiratory,56,0.5
2024-01-01,Kisumu,Kisumu,Piriton,respiratory,35,0.5
2024-01-08,Kisumu,Kisumu,Piriton,respiratory,42,0.5
2024-01-15,Kisumu,Kisumu,Piriton,respiratory,35,0.5
2024-01-22,Kisumu,Kisumu,Piriton,respiratory,36,0.5
2024-01-29,Kisumu,Kisumu,Piriton,respiratory,38,0.5
2024-02-05,Kisumu,Kisumu,Piriton,respiratory,45,0.5
2024-02-12,Kisumu,Kisumu,Piriton,respiratory,45,0.5
2024-02-19,Kisumu,Kisumu,Piriton,respiratory,68,0.5
2024-02-26,Kisumu,Kisumu,Piriton,respiratory,75,0.5
2024-03-04,Kisumu,Kisumu,Piriton,respiratory,70,0.5
2024-03-11,Kisumu,Kisumu,Piriton,respiratory,61,0.5
2024-03-18,Kisumu,Kisumu,Piriton,respiratory,55,0.5
2024-03-25,Kisumu,Kisumu,Piriton,respiratory,49,0.5
2024-04-01,Kisumu,Kisumu,Piriton,respiratory,64,0.5
2024-04-08,Kisumu,Kisumu,Piriton,respiratory,44,0.5
2024-04-15,Kisumu,Kisumu,Piriton,respiratory,34,0.5
2024-04-22,Kisumu,Kisumu,Piriton,respiratory,40,0.5
2024-04-29,Kisumu,Kisumu,Piriton,respiratory,37,0.5
2024-05-06,Kisumu,Kisumu,Piriton,respiratory,42,0.5
2024-05-13,Kisumu,Kisumu,Piriton,respiratory,42,0.5
2024-05-20,Kisumu,Kisumu,Piriton,respiratory,45,0.5
2024-05-27,Kisumu,Kisumu,Piriton,respiratory,34,0.5
2024-06-03,Kisumu,Kisumu,Piriton,respiratory,40,0.5
2024-06-10,Kisumu,Kisumu,Piriton,respiratory,29,0.5
2024-06-17,Kisumu,Kisumu,Piriton,respiratory,32,0.5
